INDEX	RCEPT_DE	LANG_FLAG_NM	CNSLT_LCLAS_NM	CNSLT_MLSFC_NM	CNSLT_SCLAS_NM	CNSLT_KWRD_RN1_NM	CNSLT_KWRD_RN2_NM	CNSLT_KWRD_RN3_NM	CNSLT_KWRD_RN4_NM	CNSLT_KWRD_RN5_NM	CNSLT_TY_NM	TOUR_PURPS_NM	COURS_NM	CSTMR_INCLN_NM	CHNNEL_FLAG_NM	TALK_FLAG_NM	STATE_NM	UPDT_DE	관광지	기상
1220	20211201	한국어	교통	위치안내	기타	1100	고지	교통	통제	도로	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211201	1100	구름많음
1221	20211228	한국어	교통	위치안내	기타	1100	통제	도로	결빙		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211228	1100	흐림
1222	20211228	한국어	교통	위치안내	기타	1100	도로	결빙	체인		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211228	1100	흐림
1223	20211229	한국어	교통	위치안내	기타	1100	교통	도로	체인		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211229	1100	비
1224	20211228	한국어	교통	위치안내	기타	1100	고지	한라산	한라	서귀포	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211228	1100	흐림
1225	20211228	한국어	교통	위치안내	기타	1100	고지	이용	결빙	체인	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211228	1100	흐림
1226	20211218	한국어	교통	위치안내	기타	1100	고지	이용	교통	어리목	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1227	20211218	한국어	교통	위치안내	기타	1100	안전	제주	이용	교통	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1228	20211218	한국어	교통	위치안내	기타	1100	고지	이용	교통	어리목	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1229	20211229	한국어	교통	위치안내	기타	1100	안전	통제	도로	체인	일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20211229	1100	비
1230	20211229	한국어	교통	위치안내	기타	1100	고지	이용	1100고지		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211229	1100	비
1231	20211218	한국어	교통	위치안내	기타	1100	고지	통제	도로	1100고지	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1232	20211218	한국어	교통	위치안내	기타	1100	통제	도로			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1233	20211218	한국어	교통	위치안내	기타	1100	고지	이용	교통	어리목	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1234	20211218	한국어	교통	위치안내	기타	1100	고지	제주	방문	통제	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1235	20211218	한국어	교통	위치안내	기타	1100	고지	이용	교통	어리목	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1236	20211218	한국어	교통	위치안내	기타	1100	고지	1100고지	체인		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
1237	20211217	한국어	교통	위치안내	기타	1100	고지	교통	통제	1100고지	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211217	1100	눈
1238	20211217	한국어	교통	위치안내	기타	1100	제주	교통	통제	도로	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211217	1100	눈
1239	20211227	한국어	교통	위치안내	기타	1100	제주	이용	교통	통제	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211227	1100	구름많음
1240	20211227	한국어	교통	위치안내	기타	1100	고지	통제	도로	1100고지	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211227	1100	구름많음
1241	20211227	한국어	교통	위치안내	기타	1100	제주	이용	교통	통제	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211227	1100	구름많음
1242	20211227	한국어	교통	위치안내	기타	1100	고지	통제	1100고지	체인	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211227	1100	구름많음
1243	20211201	한국어	교통	위치안내	기타	1100	고지	이용	도로	1100고지	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211201	1100	구름많음
1244	20211229	한국어	교통	위치안내	기타	1100	고지	주차장	문자	드림	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211229	1100	비
1245	20211203	한국어	교통	위치안내	기타	1100	고지	1100고지			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211203	1100	구름조금
1246	20211218	한국어	교통	위치안내	기타	1100	고지	통제	도로	1100고지	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20211218	1100	흐림
