INDEX	RCEPT_DE	LANG_FLAG_NM	CNSLT_LCLAS_NM	CNSLT_MLSFC_NM	CNSLT_SCLAS_NM	CNSLT_KWRD_RN1_NM	CNSLT_KWRD_RN2_NM	CNSLT_KWRD_RN3_NM	CNSLT_KWRD_RN4_NM	CNSLT_KWRD_RN5_NM	CNSLT_TY_NM	TOUR_PURPS_NM	COURS_NM	CSTMR_INCLN_NM	CHNNEL_FLAG_NM	TALK_FLAG_NM	STATE_NM	UPDT_DE	관광지	기상
473	20210511	한국어	교통	항공&배편	도내배편	성산	성산항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210511	성산	비
474	20210510	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210510	종달리항	구름조금
475	20210517	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210517	종달리항	비
476	20210502	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210502	종달리항	구름조금
477	20210531	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210531	종달리항	구름조금
478	20210530	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210530	종달리항	맑음
479	20210519	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210519	종달리항	흐림
480	20210507	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210507	종달리항	구름조금
481	20210508	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210508	종달리항	구름많음
482	20210518	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210518	종달리항	구름많음
483	20210524	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210524	종달리항	비
484	20210511	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210511	종달리항	비
485	20210504	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210504	종달리항	비
486	20210520	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210520	종달리항	비
487	20210523	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210523	종달리항	구름많음
488	20210521	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210521	종달리항	구름많음
489	20210503	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210503	종달리항	구름조금
490	20210514	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210514	종달리항	흐림
491	20210512	한국어	교통	항공&배편	도내배편	종달리항	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210512	종달리항	비
492	20210521	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210521	우도	구름많음
493	20210526	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210526	우도	비
494	20210522	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210522	우도	구름조금
495	20210512	한국어	교통	항공&배편	도내배편	우도	문의처	방문	운항		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210512	우도	비
496	20210515	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210515	우도	비
497	20210516	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210516	우도	비
498	20210527	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210527	우도	비
499	20210516	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210516	우도	비
500	20210524	한국어	교통	항공&배편	도내배편	우도	방문	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210524	우도	비
501	20210530	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210530	우도	맑음
502	20210511	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210511	우도	비
503	20210507	한국어	교통	항공&배편	도내배편	우도	요금	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210507	우도	구름조금
504	20210520	한국어	교통	항공&배편	도내배편	우도	유선	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210520	우도	비
505	20210508	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210508	우도	구름많음
506	20210516	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210516	우도	비
507	20210510	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210510	우도	구름조금
508	20210527	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210527	우도	비
509	20210528	한국어	교통	항공&배편	도내배편	우도	유선	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210528	우도	맑음
510	20210513	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210513	우도	구름조금
511	20210528	한국어	교통	항공&배편	도내배편	우도	유선	이용	운항		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210528	우도	맑음
512	20210501	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210503	우도	구름조금
513	20210502	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210502	우도	구름조금
514	20210516	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210516	우도	비
515	20210528	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210528	우도	맑음
516	20210512	한국어	교통	항공&배편	도내배편	우도	문의처	방문	운항		일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210512	우도	비
517	20210529	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210529	우도	맑음
518	20210520	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210520	우도	비
519	20210513	한국어	교통	항공&배편	도내배편	우도	종달리항	운항			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210513	우도	구름조금
520	20210525	한국어	교통	항공&배편	도내배편	우도	안전	제주	관광정보	운항	일반	휴양 및 관광	포털사이트	일반	전화	인바운드	완료	20210722	우도	구름많음
521	20210517	한국어	교통	항공&배편	도내배편	우도	유선	운항			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210517	우도	비
522	20210513	한국어	교통	항공&배편	도내배편	우도	마을	버스	렌트	전기차	일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210513	우도	구름조금
523	20210517	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210517	우도	비
524	20210515	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210515	우도	비
525	20210515	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210515	우도	비
526	20210516	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210516	우도	비
527	20210529	한국어	교통	항공&배편	도내배편	우도	운항				일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210529	우도	맑음
528	20210513	한국어	교통	기타	기타	우도	마을	버스			일반	휴양 및 관광	홈페이지	일반	전화	인바운드	완료	20210513	우도	구름조금
529	20210513	한국어	교통	기타	기타	우도	마을	버스			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210513	우도	구름조금
530	20210531	한국어	교통	기타	기타	우도	이용	버스			일반	휴양 및 관광	홈페이지	일반	전화	아웃바운드	완료	20210531	우도	구름조금
